iter	RMSE
509	0.3573630957
510	0.3558342963
511	0.3543120372
512	0.3527962903
513	0.3512870278
514	0.3497842219
515	0.348287845
516	0.3467978696
517	0.3453142684
518	0.3438370139
519	0.3423660792
520	0.3409014371
521	0.3394430608
522	0.3379909234
523	0.3365449982
524	0.3351052587
525	0.3336716784
526	0.332244231
527	0.3308228902
528	0.3294076299
529	0.327998424
530	0.3265952468
531	0.3251980723
532	0.323806875
533	0.3224216292
534	0.3210423094
535	0.3196688904
536	0.3183013469
537	0.3169396538
538	0.3155837859
539	0.3142337185
540	0.3128894267
541	0.3115508857
542	0.310218071
543	0.3088909581
544	0.3075695226
545	0.3062537402
546	0.3049435867
547	0.3036390381
548	0.3023400703
549	0.3010466594
550	0.2997587818
551	0.2984764138
552	0.2971995317
553	0.2959281121
554	0.2946621316
555	0.293401567
556	0.2921463952
557	0.2908965929
558	0.2896521373
559	0.2884130054
560	0.2871791746
561	0.2859506221
562	0.2847273253
563	0.2835092618
564	0.2822964092
565	0.2810887452
566	0.2798862475
567	0.2786888942
568	0.2774966631
569	0.2763095324
570	0.2751274802
571	0.2739504849
572	0.2727785247
573	0.2716115782
574	0.2704496238
575	0.2692926404
576	0.2681406064
577	0.2669935009
578	0.2658513027
579	0.2647139909
580	0.2635815444
581	0.2624539426
582	0.2613311646
583	0.2602131899
584	0.2590999979
585	0.2579915681
586	0.2568878802
587	0.2557889138
588	0.2546946489
589	0.2536050652
590	0.2525201427
591	0.2514398615
592	0.2503642018
593	0.2492931438
594	0.2482266677
595	0.247164754
596	0.2461073832
597	0.2450545358
598	0.2440061925
599	0.242962334
600	0.2419229412
601	0.2408879948
602	0.239857476
603	0.2388313657
604	0.2378096452
605	0.2367922955
606	0.2357792981
607	0.2347706342
608	0.2337662855
609	0.2327662333
610	0.2317704594
611	0.2307789453
612	0.229791673
613	0.2288086242
614	0.227829781
615	0.2268551252
616	0.2258846389
617	0.2249183045
618	0.223956104
619	0.2229980197
620	0.2220440342
621	0.2210941298
622	0.2201482892
623	0.2192064948
624	0.2182687294
625	0.2173349758
626	0.2164052168
627	0.2154794353
628	0.2145576142
629	0.2136397368
630	0.212725786
631	0.2118157451
632	0.2109095973
633	0.2100073261
634	0.2091089147
635	0.2082143468
636	0.2073236058
637	0.2064366754
638	0.2055535394
639	0.2046741813
640	0.2037985852
641	0.2029267348
642	0.2020586143
643	0.2011942075
644	0.2003334987
645	0.199476472
646	0.1986231117
647	0.197773402
648	0.1969273274
649	0.1960848723
650	0.1952460212
651	0.1944107587
652	0.1935790695
653	0.1927509382
654	0.1919263497
655	0.1911052888
656	0.1902877404
657	0.1894736894
658	0.188663121
659	0.1878560202
660	0.1870523721
661	0.1862521621
662	0.1854553753
663	0.1846619972
664	0.1838720132
665	0.1830854088
666	0.1823021694
667	0.1815222807
668	0.1807457284
669	0.1799724982
670	0.1792025758
671	0.1784359472
672	0.1776725982
673	0.1769125149
674	0.1761556831
675	0.1754020891
676	0.174651719
677	0.1739045589
678	0.1731605952
679	0.1724198142
680	0.1716822022
681	0.1709477458
682	0.1702164313
683	0.1694882454
684	0.1687631747
685	0.1680412059
686	0.1673223256
687	0.1666065207
688	0.165893778
689	0.1651840844
690	0.1644774269
691	0.1637737925
692	0.1630731682
693	0.1623755412
694	0.1616808986
695	0.1609892278
696	0.1603005158
697	0.1596147502
698	0.1589319183
699	0.1582520076
700	0.1575750055
701	0.1569008996
702	0.1562296776
703	0.155561327
704	0.1548958357
705	0.1542331913
706	0.1535733817
707	0.1529163948
708	0.1522622185
709	0.1516108407
710	0.1509622495
711	0.150316433
712	0.1496733793
713	0.1490330766
714	0.1483955131
715	0.1477606771
716	0.1471285569
717	0.146499141
718	0.1458724176
719	0.1452483754
720	0.1446270029
721	0.1440082886
722	0.1433922211
723	0.1427787892
724	0.1421679816
725	0.1415597869
726	0.1409541942
727	0.1403511921
728	0.1397507697
729	0.1391529159
730	0.1385576198
731	0.1379648703
732	0.1373746566
733	0.1367869678
734	0.1362017931
735	0.1356191219
736	0.1350389433
737	0.1344612467
738	0.1338860215
739	0.1333132571
740	0.132742943
741	0.1321750686
742	0.1316096237
743	0.1310465977
744	0.1304859804
745	0.1299277614
746	0.1293719304
747	0.1288184773
748	0.1282673919
749	0.127718664
750	0.1271722835
751	0.1266282405
752	0.1260865249
753	0.1255471267
754	0.1250100361
755	0.1244752432
756	0.1239427381
757	0.1234125111
758	0.1228845524
759	0.1223588522
760	0.1218354011
761	0.1213141892
762	0.1207952071
763	0.1202784452
764	0.1197638941
765	0.1192515441
766	0.118741386
767	0.1182334104
768	0.1177276078
769	0.1172239691
770	0.116722485
771	0.1162231462
772	0.1157259436
773	0.115230868
774	0.1147379104
775	0.1142470616
776	0.1137583127
777	0.1132716546
778	0.1127870785
779	0.1123045753
780	0.1118241364
781	0.1113457527
782	0.1108694156
783	0.1103951162
784	0.1099228459
785	0.109452596
786	0.1089843578
787	0.1085181227
788	0.1080538822
789	0.1075916277
790	0.1071313507
791	0.1066730428
792	0.1062166955
793	0.1057623005
794	0.1053098494
795	0.1048593338
796	0.1044107456
797	0.1039640764
798	0.1035193181
799	0.1030764625
800	0.1026355014
801	0.1021964267
802	0.1017592304
803	0.1013239044
804	0.1008904407
805	0.1004588314
806	0.1000290686
807	0.09960114421
808	0.09917505052
809	0.09875077965
810	0.09832832382
811	0.09790767525
812	0.09748882622
813	0.09707176902
814	0.096656496
815	0.09624299951
816	0.09583127196
817	0.09542130578
818	0.09501309344
819	0.09460662742
820	0.09420190027
821	0.09379890455
822	0.09339763284
823	0.09299807776
824	0.09260023199
825	0.0922040882
826	0.09180963911
827	0.09141687748
828	0.09102579608
829	0.09063638772
830	0.09024864526
831	0.08986256156
832	0.08947812952
833	0.08909534208
834	0.08871419221
835	0.0883346729
836	0.08795677717
837	0.08758049808
838	0.08720582871
839	0.08683276218
840	0.08646129162
841	0.08609141022
842	0.08572311117
843	0.0853563877
844	0.08499123308
845	0.08462764058
846	0.08426560354
847	0.08390511529
848	0.08354616921
849	0.0831887587
850	0.08283287719
851	0.08247851814
852	0.08212567504
853	0.08177434141
854	0.08142451078
855	0.08107617672
856	0.08072933284
857	0.08038397275
858	0.08004009012
859	0.07969767862
860	0.07935673195
861	0.07901724385
862	0.07867920808
863	0.07834261843
864	0.07800746871
865	0.07767375276
866	0.07734146445
867	0.07701059767
868	0.07668114633
869	0.07635310439
870	0.07602646581
871	0.07570122459
872	0.07537737476
873	0.07505491035
874	0.07473382544
875	0.07441411414
876	0.07409577056
877	0.07377878886
878	0.0734631632
879	0.07314888779
880	0.07283595685
881	0.07252436463
882	0.0722141054
883	0.07190517345
884	0.07159756312
885	0.07129126875
886	0.0709862847
887	0.07068260538
888	0.0703802252
889	0.07007913859
890	0.06977934004
891	0.06948082403
892	0.06918358506
893	0.06888761769
894	0.06859291646
895	0.06829947596
896	0.06800729081
897	0.06771635562
898	0.06742666505
899	0.06713821378
900	0.0668509965
901	0.06656500794
902	0.06628024284
903	0.06599669596
904	0.0657143621
905	0.06543323606
906	0.06515331267
907	0.0648745868
908	0.06459705332
909	0.06432070713
910	0.06404554315
911	0.06377155631
912	0.0634987416
913	0.06322709398
914	0.06295660848
915	0.06268728011
916	0.06241910392
917	0.062152075
918	0.06188618842
919	0.06162143931
920	0.06135782279
921	0.06109533403
922	0.06083396819
923	0.06057372048
924	0.0603145861
925	0.0600565603
926	0.05979963834
927	0.05954381549
928	0.05928908705
929	0.05903544833
930	0.05878289469
931	0.05853142147
932	0.05828102405
933	0.05803169783
934	0.05778343822
935	0.05753624068
936	0.05729010064
937	0.05704501359
938	0.05680097502
939	0.05655798045
940	0.05631602542
941	0.05607510546
942	0.05583521616
943	0.05559635311
944	0.05535851191
945	0.0551216882
946	0.05488587762
947	0.05465107583
948	0.05441727853
949	0.05418448141
950	0.0539526802
951	0.05372187064
952	0.05349204848
953	0.0532632095
954	0.05303534949
955	0.05280846426
956	0.05258254965
957	0.05235760151
958	0.05213361569
959	0.05191058808
960	0.05168851459
961	0.05146739112
962	0.05124721363
963	0.05102797805
964	0.05080968036
965	0.05059231655
966	0.05037588262
967	0.05016037459
968	0.04994578851
969	0.04973212043
970	0.04951936642
971	0.04930752257
972	0.04909658499
973	0.0488865498
974	0.04867741314
975	0.04846917117
976	0.04826182006
977	0.04805535599
978	0.04784977518
979	0.04764507384
980	0.04744124822
981	0.04723829456
982	0.04703620913
983	0.04683498823
984	0.04663462815
985	0.04643512522
986	0.04623647575
987	0.04603867611
988	0.04584172265
989	0.04564561176
990	0.04545033984
991	0.04525590329
992	0.04506229853
993	0.04486952202
994	0.04467757021
995	0.04448643956
996	0.04429612657
997	0.04410662775
998	0.04391793959
999	0.04373005865
